data_week,casos_est,casos_est_min,casos_est_max,casos,proba_disse>1,incidência_100khab,disseminação,população,tempmin,umidmax,umidmed,umidmin,tempmed,tempmax,municipio,estado,longitude,latitude
2023-01-01,9.0,9.0,9.0,9.0,0.95306075,9.801359,2.6369789,91824.0,18.8571428571429,98.3597585714286,86.5923537142857,73.8771745714286,22.744898,25.5714285714286,Ubatuba,SP,-45.0834,-23.4332
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2843.0,17.8571428571429,100.0,92.4179758571429,74.13403,20.1726191428571,23.8571428571429,Novo Brasil,GO,-50.7113,-16.0313
2023-01-01,37.0,37.0,37.0,37.0,0.9817522,3.3364143,1.7408832,1108975.0,25.8571428571429,91.9848044285714,76.53298,59.7326964285714,28.3571425714286,31.7142857142857,São Luís,MA,-44.2825,-2.53874
2023-01-01,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3845.0,17.8571428571429,100.0,92.4179758571429,74.13403,20.1726191428571,23.8571428571429,Amaralina,GO,-49.2962,-13.9236
2023-01-01,1.0,1.0,1.0,1.0,0.9629096,8.166598,18.339272,12245.0,22.4285714285714,90.2484685714286,77.5101105714286,65.2715797142857,25.0428571428571,27.4285714285714,Cláudia,MT,-54.8835,-11.5075
2023-01-01,15.0,15.0,15.0,15.0,0.94221425,9.665384,1.9458559,155193.0,22.5714285714286,97.49221,85.320954,62.6841838571429,25.9345237142857,31.4285714285714,Rio Das Ostras,RJ,-41.9475,-22.5174
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11182.0,17.2857142857143,100.0,59.8471561428571,35.8902138571429,25.8120302857143,31.0,Barros Cassal,RS,-52.5836,-29.0947
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8067.0,23.2857142857143,78.3893394285714,55.0224161428571,39.1719511428571,27.4863942857143,30.5714285714286,Cristal,RS,-52.0436,-31.0046
2023-01-01,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4140.0,17.1428571428571,93.9698111428571,85.5715384285714,72.3013995714286,19.6173471428571,22.5714285714286,Piedade De Ponte Nova,MG,-42.7379,-20.2438
2023-01-01,1.0,1.0,1.0,1.0,0.9632679,24.777006,18.521618,4036.0,23.1428571428571,94.1727864285714,87.5501098571429,68.2274668571429,25.1498448571429,29.1428571428571,Rondolândia,MT,-61.4697,-10.8376
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17771.0,22.1428571428571,100.0,83.8545565714286,60.179396,25.3750002857143,29.8571428571429,Lagoa Da Canoa,AL,-36.7413,-9.83291
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6168.0,23.2921571428571,84.9754714285714,63.9602857142857,40.3534428571429,27.7559857142857,33.4664166666667,Cocal Dos Alves,PI,-41.4402,-3.62047
2023-01-01,2.0,2.0,2.0,2.0,0.91750854,2.6080039,5.4394894,76687.0,22.1428571428571,100.0,83.8545565714286,60.179396,25.3750002857143,29.8571428571429,Belo Jardim,PE,-36.4258,-8.3313
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17604.0,23.7142857142857,93.4398664285714,79.2092764285714,59.4009454285714,26.9479817142857,31.0,Amarante,PI,-42.8433,-6.24304
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23233.0,23.1428571428571,97.4922742857143,78.6257005714286,56.7611062857143,26.2023811428571,30.7142857142857,Sobradinho,RS,-53.0326,-29.4194
2023-01-01,2.0,2.0,2.0,2.0,0.9206029,6.0277276,5.630687,33180.0,20.0,97.4491142857143,85.1741511428571,65.696913,22.7023811428571,27.4285714285714,Barrinha,SP,-48.1636,-21.1864
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3594.0,21.75,98.0495466666667,77.6943808571429,53.4285714285714,23.9512471428571,28.4285714285714,Sossêgo,PB,-36.2538,-6.77067
2023-01-01,12.0,12.0,12.0,12.0,0.99339676,60.08111,3.9761727,19973.0,25.4285714285714,81.4808745714286,63.657234,51.5395832857143,29.4025971428571,31.8571428571429,Rio Verde De Mato Grosso,MS,-54.8434,-18.9249
2023-01-01,0.0,0.0,0.0,0.0,0.5,0.0,0.0,6461.0,17.2857142857143,100.0,59.8471561428571,35.8902138571429,25.8120302857143,31.0,Lagoão,RS,-52.7997,-29.2348
2023-01-01,105.0,105.0,105.0,105.0,0.9774083,17.568577,1.3458949,597658.0,19.7142857142857,99.1579742857143,80.2703285714286,65.2102897142857,24.5406017142857,28.0,Joinville,SC,-48.8487,-26.3045
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7691.0,19.1428571428571,90.6827585714286,78.9210914285714,62.447904,21.5535717142857,25.0,Jacuí,MG,-46.7359,-21.0137
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16450.0,19.4285714285714,83.8382005714286,67.7116305714286,52.4180567142857,23.6670767142857,27.2857142857143,Clevelândia,PR,-52.3508,-26.4043
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4938.0,23.2857142857143,94.24556,78.2562812857143,58.1345272857143,26.4464288571429,30.7142857142857,Novo São Joaquim,MT,-53.0194,-14.9054
2023-01-01,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4889.0,20.4285714285714,94.41508,79.9674628571429,58.5471398571429,23.3480465714286,28.0,Josenópolis,MG,-42.5151,-16.5417
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35307.0,25.4285714285714,81.4808745714286,63.657234,51.5395832857143,29.4025971428571,31.8571428571429,Barra Do Bugres,MT,-57.1878,-15.0702
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7766.0,18.5714285714286,89.9196377142857,81.044086,66.2386978571429,20.184524,22.8571428571429,Tapiraí,SP,-47.5062,-23.9612
2023-01-01,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2809.0,19.1428571428571,90.6827585714286,78.9210914285714,62.447904,21.5535717142857,25.0,Olímpio Noronha,MG,-45.2657,-22.0685
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7766.0,18.5714285714286,89.9196377142857,81.044086,66.2386978571429,20.184524,22.8571428571429,Tapiraí,MG,-46.0221,-19.8936
2023-01-01,1.0,1.0,1.0,1.0,0.9632679,13.015749,18.521618,7683.0,24.8333333333333,68.6602696666667,52.890705,42.3862368333333,28.6761363333333,31.3333333333333,São Miguel Das Missões,RS,-54.5559,-28.556
2023-01-01,0.0,0.0,0.0,0.0,0.5,0.0,0.0,10086.0,21.5714285714286,95.0256971428571,78.9536777142857,60.0679848571429,24.3273811428571,27.4285714285714,Alfredo Wagner,SC,-49.3273,-27.7001
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22040.0,26.0,85.1160938571429,74.4659814285714,62.0516348571429,28.1190474285714,30.7142857142857,Uruburetama,CE,-39.5107,-3.62316
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3932.0,23.4285714285714,95.105695,80.4874877142857,67.0697505714286,26.9428571428571,30.0,Nova Nazaré,MT,-51.8002,-13.9486
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4423.0,20.4285714285714,94.41508,79.9674628571429,58.5471398571429,23.3480465714286,28.0,Couto De Magalhães De Minas,MG,-43.4648,-18.0727
2023-01-01,2.0,2.0,2.0,2.0,0.8797495,9.570752,3.8765457,20897.0,17.1428571428571,93.9698111428571,85.5715384285714,72.3013995714286,19.6173471428571,22.5714285714286,Barroso,MG,-43.972,-21.1907
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12932.0,21.0,100.0,87.8561792857143,69.5729082857143,23.180556,27.0,Rio De Contas,BA,-41.8048,-13.5852
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67013.0,25.0,91.2725494285714,81.4517512857143,67.9483695714286,27.0416668571429,29.8571428571429,Conceição Do Coité,BA,-39.2808,-11.56
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34610.0,22.4285714285714,92.5873994285714,78.1880928571429,63.0343021428571,24.9761905714286,28.4285714285714,Tanguá,RJ,-42.7202,-22.7423
2023-01-01,1.0,1.0,1.0,1.0,0.92194515,7.544323,8.528995,13255.0,23.1428571428571,94.1727864285714,87.5501098571429,68.2274668571429,25.1498448571429,29.1428571428571,Alto Alegre Dos Parecis,RO,-61.835,-12.132
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11507.0,20.0,77.1388357142857,66.1769227142857,56.7464824285714,23.5931624285714,25.5714285714286,Nova Laranjeiras,PR,-52.5447,-25.3054
2023-01-01,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3693.0,25.0,97.5224085714286,83.5665544285714,75.2931345714286,27.4869897142857,29.1428571428571,Lafaiete Coutinho,BA,-40.2119,-13.6541
2023-01-01,0.0,0.0,0.0,0.0,0.5,0.0,0.0,19626.0,23.8571428571429,85.7600705714286,67.9688415714286,55.1544704285714,27.2857142857143,29.8571428571429,Boa Vista Do Ramos,AM,-57.5873,-2.97409
2023-01-01,1.0,1.0,1.0,1.0,0.9632679,5.6056952,18.521618,17839.0,23.8571428571429,85.7600705714286,67.9688415714286,55.1544704285714,27.2857142857143,29.8571428571429,Belterra,PA,-54.9374,-2.63609
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2781.0,19.8571428571429,94.0882942857143,80.2161427142857,62.7471132857143,23.5119045714286,27.8571428571429,Barra Do Jacaré,PR,-50.1842,-23.116
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4769.0,19.4285714285714,94.8517742857143,65.3131172857143,43.3693377142857,25.691729,30.7142857142857,Tabaí,RS,-51.6823,-29.643
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10444.0,22.1046714285714,78.7093055714286,55.0138225714286,33.5549378571429,26.7373285714286,33.4125571428571,Cristino Castro,PI,-44.223,-8.82273
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2626.0,18.0,95.7531114285714,82.8810574285714,67.2161872857143,22.3630951428571,27.0,Santo Antônio Do Caiuá,PR,-52.344,-22.7351
2023-01-01,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2665.0,18.8571428571429,98.3597585714286,86.5923537142857,73.8771745714286,22.744898,25.5714285714286,Alagoa,MG,-44.6413,-22.171
2023-01-01,0.0,0.0,0.0,0.0,0.5,0.0,0.0,26035.0,25.0,91.2725494285714,81.4517512857143,67.9483695714286,27.0416668571429,29.8571428571429,Conde,BA,-37.6131,-11.8179
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24218.0,21.75,95.7142857142857,78.6962054285714,57.0795571428571,24.1,28.2863142857143,Rio Tinto,PB,-35.0776,-6.80383
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1418.0,19.4285714285714,83.8382005714286,67.7116305714286,52.4180567142857,23.6670767142857,27.2857142857143,Lajeado Grande,SC,-52.5648,-26.8576
2023-01-01,18.0,18.0,18.0,18.0,0.910074,7.487272,1.6471145,240408.0,19.1428571428571,100.0,88.3807742857143,71.2474151428571,21.9731092857143,25.4285714285714,Divinópolis,MG,-44.8912,-20.1446
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62147.0,17.2857142857143,100.0,59.8471561428571,35.8902138571429,25.8120302857143,31.0,São Gabriel,BA,-41.8843,-11.2175
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3425.0,17.1428571428571,93.9698111428571,85.5715384285714,72.3013995714286,19.6173471428571,22.5714285714286,Belmiro Braga,MG,-43.4084,-21.944
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62147.0,17.2857142857143,100.0,59.8471561428571,35.8902138571429,25.8120302857143,31.0,São Gabriel,RS,-54.3217,-30.3337
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5340.0,19.1428571428571,100.0,88.3807742857143,71.2474151428571,21.9731092857143,25.4285714285714,Virgolândia,MG,-42.3067,-18.4738
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79313.0,25.0,82.87193,75.230734125,65.92735766666665,20.60901185714285,22.81666666666665,Caçador,SC,-51.012,-26.7757
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19402.0,23.1428571428571,97.4922742857143,78.6257005714286,56.7611062857143,26.2023811428571,30.7142857142857,Umburanas,BA,-41.3234,-10.7339
2023-01-01,7.0,7.0,7.0,7.0,0.79904205,9.312597,1.6277542,75167.0,19.4285714285714,83.8382005714286,67.7116305714286,52.4180567142857,23.6670767142857,27.2857142857143,Concórdia,SC,-52.026,-27.2335
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28859.0,19.2857142857143,94.86051,85.6051528571429,68.42626,21.3988094285714,25.0,Cláudio,MG,-44.7673,-20.4437
2023-01-01,0.0,0.0,0.0,0.0,0.5,0.0,0.0,16254.0,23.8571428571429,100.0,88.7761865714286,69.6662511428571,26.839286,30.5714285714286,Vitória Do Jari,AP,-52.424,-0.938
2023-01-01,2.0,2.0,2.0,2.0,0.20220666,3.7942743,0.51866984,52711.0,19.1428571428571,100.0,88.3807742857143,71.2474151428571,21.9731092857143,25.4285714285714,Lagoa Da Prata,MG,-45.5401,-20.0237
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2561.0,19.8571428571429,97.43022,81.1879514285714,61.1980821428571,23.315476,27.8571428571429,São João Das Duas Pontes,SP,-50.3792,-20.3879
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7659.0,20.7142857142857,94.8596848571429,78.9511357142857,66.7332407142857,24.2010174285714,26.4285714285714,Salete,SC,-49.9988,-26.9798
2023-01-01,1.0,1.0,1.0,1.0,0.9632679,46.168053,18.521618,2166.0,22.5714285714286,98.3281828571429,84.5658091428571,65.9204768571429,25.6190477142857,29.5714285714286,Taipas Do Tocantins,TO,-46.9797,-12.1873
2023-01-01,34.0,34.0,34.0,34.0,0.9999947,208.83238,4.715735,16281.0,18.0,95.7531114285714,82.8810574285714,67.2161872857143,22.3630951428571,27.0,Rosana,SP,-53.0603,-22.5782
2023-01-01,0.0,0.0,0.0,0.0,0.5,0.0,0.0,26035.0,25.0,91.2725494285714,81.4517512857143,67.9483695714286,27.0416668571429,29.8571428571429,Conde,PB,-34.8999,-7.25746
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2729.0,22.5714285714286,98.3281828571429,84.5658091428571,65.9204768571429,25.6190477142857,29.5714285714286,Tupiratins,TO,-48.1277,-8.39388
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46730.0,19.2857142857143,92.3190262857143,76.6823057142857,56.4081015714286,21.9821425714286,26.0,Niquelândia,GO,-48.4599,-14.4662
2023-01-01,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2454.0,23.7094285714286,80.2431714285714,62.1640571428571,40.3085857142857,27.8230184285714,33.5593142857143,São Miguel Da Baixa Grande,PI,-42.1934,-5.85646
2023-01-01,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4222.0,17.2857142857143,100.0,59.8471561428571,35.8902138571429,25.8120302857143,31.0,Novo Cabrais,RS,-52.9489,-29.7338
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23233.0,23.1428571428571,97.4922742857143,78.6257005714286,56.7611062857143,26.2023811428571,30.7142857142857,Sobradinho,BA,-40.8145,-9.45024
2023-01-01,7.0,7.0,7.0,7.0,0.8702404,22.298676,1.9861568,31392.0,21.8571428571429,100.0,90.0544551428571,72.128959,24.5727225714286,28.7142857142857,Nova Mamoré,RO,-65.3346,-10.4077
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2163.0,19.8571428571429,94.0882942857143,80.2161427142857,62.7471132857143,23.5119045714286,27.8571428571429,São Manoel Do Paraná,PR,-52.6454,-23.3941
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4853.0,20.0,97.4491142857143,85.1741511428571,65.696913,22.7023811428571,27.4285714285714,Claraval,MG,-47.2768,-20.397
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2660.0,19.4285714285714,83.8382005714286,67.7116305714286,52.4180567142857,23.6670767142857,27.2857142857143,Rio Dos Índios,RS,-52.8417,-27.2973
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4541.0,21.75,98.0495466666667,78.3899785714286,55.3994,23.9576165714286,28.2857142857143,Riachão Do Bacamarte,PB,-35.6693,-7.25347
2023-01-01,1.0,1.0,1.0,1.0,0.9632679,11.930326,18.521618,8382.0,25.8571428571429,91.9848044285714,76.53298,59.7326964285714,28.3571425714286,31.7142857142857,Boa Vista Do Gurupi,MA,-46.3002,-1.77614
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17503.0,19.1428571428571,100.0,88.3807742857143,71.2474151428571,21.9731092857143,25.4285714285714,Conceição Do Mato Dentro,MG,-43.4221,-19.0344
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40589.0,22.1428571428571,100.0,83.8545565714286,60.179396,25.3750002857143,29.8571428571429,Lajedo,PE,-36.3293,-8.65791
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5451.0,24.3400571428571,87.5989714285714,67.8149285714286,42.7276142857143,28.1383808571429,33.6051714285714,Caxingó,PI,-41.8955,-3.41904
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25402.0,23.1428571428571,97.4922742857143,78.6257005714286,56.7611062857143,26.2023811428571,30.7142857142857,João Dourado,BA,-41.6548,-11.3486
2023-01-01,6.0,6.0,6.0,6.0,0.69954634,9.965122,1.3683089,60210.0,19.2857142857143,92.3190262857143,76.6823057142857,56.4081015714286,21.9821425714286,26.0,Cristalina,DF,-47.6131,-16.7676
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4592.0,19.7142857142857,93.47419,71.8534712857143,46.8015004285714,24.7083334285714,30.2857142857143,Lindoeste,PR,-53.5733,-25.2596
2023-01-01,294.0,294.0,294.0,294.0,1.0,87.216545,2.8148377,337092.0,19.4285714285714,98.2784314285714,85.2899204285714,62.9832121428571,22.2976191428571,26.5714285714286,Uberaba,MG,-47.9381,-19.7472
2023-01-01,5.0,5.0,5.0,5.0,0.656668,24.706,1.2963251,20238.0,24.7777777777778,94.9854014285714,71.8115142857143,71.9805922962963,28.3582248571429,32.8571428571429,Cotriguaçu,MT,-58.4192,-9.85656
2023-01-01,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2468.0,24.8333333333333,68.6602696666667,52.890705,42.3862368333333,28.6761363333333,31.3333333333333,Boa Vista Do Cadeado,RS,-53.8108,-28.5791
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20393.0,25.0,97.5224085714286,83.5665544285714,75.2931345714286,27.4869897142857,29.1428571428571,Tanhaçu,BA,-41.2473,-14.0197
2023-01-01,1.0,1.0,1.0,1.0,0.8095402,2.844141,3.2805667,35160.0,21.75,98.0495466666667,77.6943808571429,54.1428571428571,24.1017571428571,28.6328285714286,João Câmara,RN,-35.8122,-5.54094
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21610.0,18.8571428571429,98.3597585714286,86.5923537142857,73.8771745714286,22.744898,25.5714285714286,Caxambu,MG,-44.9319,-21.9753
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10969.0,21.75,98.0495466666667,77.8581714285714,54.8571428571429,24.070238,28.4629714285714,Tacima,PB,-35.6367,-6.48759
2023-01-01,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5466.0,24.3403285714286,92.1724714285714,71.1897142857143,45.7408,27.9697,33.1832857142857,Joca Marques,PI,-42.4255,-3.4804
2023-01-01,3.0,3.0,3.0,3.0,0.98220116,0.8742991,13.890735,343132.0,18.5714285714286,86.254738,54.1947821428571,26.066591,25.2574671428571,32.4285714285714,Pelotas,RS,-52.3371,-31.7649
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40605.0,23.7142857142857,93.4398664285714,79.2092764285714,59.4009454285714,26.9479817142857,31.0,Altos,PI,-42.4612,-5.03888
2023-01-01,44.0,44.0,44.0,44.0,7.645124e-05,20.211485,0.50717133,217698.0,19.2857142857143,92.3190262857143,76.6823057142857,56.4081015714286,21.9821425714286,26.0,Águas Lindas De Goiás,DF,-48.2816,-15.7617
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3005.0,17.1428571428571,93.9698111428571,85.5715384285714,72.3013995714286,19.6173471428571,22.5714285714286,Pedra Do Anta,MG,-42.7123,-20.5968
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11674.0,22.0,82.6626128571429,65.5530767142857,52.1105781428571,25.768421,28.8571428571429,Tacuru,MS,-55.0141,-23.636
2023-01-01,37.0,37.0,37.0,37.0,0.9987812,48.794,2.3816745,75829.0,19.2857142857143,92.3190262857143,76.6823057142857,56.4081015714286,21.9821425714286,26.0,Santo Antônio Do Descoberto,DF,-48.2578,-15.9412
2023-01-01,5.0,5.0,5.0,5.0,0.37918782,116.71335,0.83607394,4284.0,19.4285714285714,98.2784314285714,85.2899204285714,62.9832121428571,22.2976191428571,26.5714285714286,União De Minas,MG,-50.338,-19.5299
2023-01-01,7.0,7.0,7.0,7.0,0.97479475,53.030304,4.051178,13200.0,18.0,95.7531114285714,82.8810574285714,67.2161872857143,22.3630951428571,27.0,Nova Londrina,PR,-52.9868,-22.7639
